	I_D	TSEVENT_ID	YEAR_x	MONTH_x	DAY_x	DOUBTFUL	COUNTRY_x	STATE_x	LOCATION_NAME_x	LATITUDE_x	LONGITUDE_x	REGION_CODE_x	DISTANCE_FROM_SOURCE	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS_x	DEATHS_DESCRIPTION_x	INJURIES_x	INJURIES_DESCRIPTION_x	DAMAGE_MILLIONS_DOLLARS_x	DAMAGE_DESCRIPTION_x	HOUSES_DAMAGED_x	HOUSES_DAMAGED_DESCRIPTION_x	HOUSES_DESTROYED_x	HOUSES_DESTROYED_DESCRIPTION_x	COORDS	ID	YEAR_y	MONTH_y	DAY_y	HOUR	MINUTE	SECOND	VENT_VALIDITY	CAUSE_CODE	FOCAL_DEPTH	PRIMARY_MAGNITUDE	COUNTRY_y	STATE_y	LOCATION_NAME_y	LATITUDE_y	LONGITUDE_y	REGION_CODE_y	MAXIMUM_WATER_HEIGHT	ABE	IIDA	SOLOVIEV	WARNING_STATUS	DEATHS_y	DEATHS_DESCRIPTION_y	MISSING	MISSING_DESCRIPTION	INJURIES_y	INJURIES_DESCRIPTION_y	DAMAGE_MILLIONS_DOLLARS_y	DAMAGE_DESCRIPTION_y	HOUSES_DESTROYED_y	HOUSES_DESTROYED_DESCRIPTION_y	HOUSES_DAMAGED_y	HOUSES_DAMAGED_DESCRIPTION_y	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
172	10207	2974.0	1821.0	4.0	10.0		COSTA RICA		MATINA	10.1	-83.3	74.0	0.0					1.0													(10.1, -83.299999999999997)	2974	1821	4.0	10.0				1.0	0.0			COSTA RICA		LA MATINA	10.1	-83.3	74																													
173	10207	2974.0	1821.0	4.0	10.0		COSTA RICA		MATINA	10.1	-83.3	74.0	0.0					1.0													(10.1, -83.299999999999997)	640	1822	5.0	7.0				2.0	1.0		7.6	COSTA RICA		MATINA	10.1	-83.3	74																													
174	8059	2448.0	1823.0	5.0	30.0		USA	NY	LAKE ERIE (GREAT LAKES)	42.7	-79.0	75.0	0.0			2.74		7.0													(42.700000000000003, -79.0)	2448	1823	5.0	30.0				0.0	1.0			USA	NY	LAKE ERIE	42.7	-79.0	75	2.74							1.0	1.0																				
175	563	654.0	1825.0	3.0	21.0	?	USA	AK	UNIMAK ISLAND, AK	54.77	-164.18	87.0	0.0					1.0													(54.770000000000003, -164.18000000000001)	654	1825	3.0	21.0				-1.0	6.0			USA	AK	UNIMAK ISLAND, AK	54.77	-164.18	87				0.5																									
176	809	862.0	1856.0	7.0	26.0	?	USA	AK	UNIMAK ISLAND, AK	54.77	-164.18	87.0	56.0					1.0													(54.770000000000003, -164.18000000000001)	654	1825	3.0	21.0				-1.0	6.0			USA	AK	UNIMAK ISLAND, AK	54.77	-164.18	87				0.5																									
177	2655	1762.0	1946.0	4.0	1.0		USA	AK	UNIMAK ISLAND, AK	54.77	-164.18	87.0	167.0	0.0	48.0	35.05		1.0			5.0	1.0			0.25	1.0				1.0	(54.770000000000003, -164.18000000000001)	654	1825	3.0	21.0				-1.0	6.0			USA	AK	UNIMAK ISLAND, AK	54.77	-164.18	87				0.5																									
178	10211	657.0	1826.0	10.0	22.0	?	USA	AK	UNIMAK ISLAND, AK	55.0	-165.0	87.0	0.0					1.0													(55.0, -165.0)	657	1826	10.0	22.0				-1.0	6.0			USA	AK	UNIMAK ISLAND, AK	55.0	-165.0	87																													
179	28735	4602.0	1826.0				NEW ZEALAND	SOUTHLAND	SEAL ISLANDS, DUSKY SOUND	-45.78	166.48	81.0	0.0					1.0													(-45.780000000000001, 166.47999999999999)	4602	1826						3.0	1.0			NEW ZEALAND		DUSKY SOUND	-45.78	166.48	81																													
180	10450	667.0	1828.0	5.0	26.0		JAPAN	KUMAMOTO	AMAKUSA ISLANDS	32.6	129.9	85.0	0.0					1.0													(32.600000000000001, 129.90000000000001)	667	1828	5.0	26.0				4.0	1.0		6.4	JAPAN		AMAKUSA SEA	32.6	129.9	85																													
181	28181	5494.0	1837.0	8.0	9.0	?	MEXICO	GUERRERO	ACAPULCO	16.86	-99.88	88.0	0.0					1.0													(16.859999999999999, -99.879999999999995)	5494	1837	8.0	9.0				2.0	1.0		6.5	MEXICO		ACAPULCO	16.86	-99.88	88				0.0																									
182	28182	5495.0	1837.0	10.0	18.0	?	MEXICO	FEDERAL	MEXICO CITY	19.45	-99.15	88.0	0.0					1.0													(19.449999999999999, -99.150000000000006)	5495	1837	10.0	18.0				2.0	1.0		7.0	MEXICO		MEXICO CITY	19.45	-99.15	88				0.0																									
183	28712	5520.0	1839.0				NEW ZEALAND	SOUTHLAND	WAIKAWA	-46.626999999999995	169.12599999999998	81.0	0.0					1.0													(-46.626999999999995, 169.12599999999998)	5520	1839						3.0	0.0			NEW ZEALAND		WAIKAWA, SOUTHLAND	-46.626999999999995	169.12599999999998	81																													
184	28713	5521.0	1840.0	7.0	28.0		NEW ZEALAND		WHITIANGA	-36.836	175.692	81.0	0.0					7.0													(-36.835999999999999, 175.69200000000001)	5521	1840	7.0	28.0				0.0	1.0			NEW ZEALAND		WHITIANGA	-36.836	175.692	81																													
185	642	726.0	1842.0	5.0	7.0		HAITI		CAP HAITIEN	19.75	-72.2	74.0	0.0					1.0								1.0					(19.75, -72.200000000000003)	726	1842	5.0	7.0	21.0			4.0	1.0		8.1	HAITI		CAP-HAITIAN	19.75	-72.2	74	5.0		4.2			300.0	3.0						3.0		3.0			5300.0	4.0						4.0		4.0		
186	15628	2793.0	1848.0	9.0	24.0		CANADA	NL	FISHING SHIPS HARBOUR, NEWFOUNDLAND	52.61600000000001	-55.766000000000005	75.0	0.0					1.0		R											(52.616000000000007, -55.766000000000005)	2793	1848	9.0	24.0				3.0	8.0			CANADA	NL	FISHING SHIPS HARBOUR, NEWFOUNDLAND	52.61600000000001	-55.766000000000005	75																													
187	673	760.0	1848.0	10.0	15.0	M	NEW ZEALAND	WELLINGTON	WELLINGTON: LAMBTON HARBOUR	-41.29	174.78	81.0	119.0			0.3		1.0													(-41.289999999999999, 174.78)	5510	1870	4.0	6.0	19.0	30.0		2.0	0.0			NEW ZEALAND		WELLINGTON	-41.29	174.78	81	0.6																												
188	27851	5485.0	1848.0	10.0	18.0	M	NEW ZEALAND		TE-ARO, WELLINGTON	-41.29	174.78	81.0						1.0										1.0			(-41.289999999999999, 174.78)	5510	1870	4.0	6.0	19.0	30.0		2.0	0.0			NEW ZEALAND		WELLINGTON	-41.29	174.78	81	0.6																												
189	27857	5486.0	1848.0	10.0	19.0	M	NEW ZEALAND	WELLINGTON	WELLINGTON	-41.29	174.78	81.0						1.0										1.0			(-41.289999999999999, 174.78)	5510	1870	4.0	6.0	19.0	30.0		2.0	0.0			NEW ZEALAND		WELLINGTON	-41.29	174.78	81	0.6																												
190	28680	5510.0	1870.0	4.0	7.0		NEW ZEALAND		WELLINGTON: LAMBTON HARBOUR	-41.29	174.78	81.0	0.0			0.6		1.0													(-41.289999999999999, 174.78)	5510	1870	4.0	6.0	19.0	30.0		2.0	0.0			NEW ZEALAND		WELLINGTON	-41.29	174.78	81	0.6																												
191	2038	1526.0	1923.0	9.0	1.0		NEW ZEALAND	WELLINGTON	WELLINGTON: LAMBTON HARBOUR	-41.29	174.78	81.0	9228.0			0.1		1.0													(-41.289999999999999, 174.78)	5510	1870	4.0	6.0	19.0	30.0		2.0	0.0			NEW ZEALAND		WELLINGTON	-41.29	174.78	81	0.6																												
192	28698	1762.0	1946.0	4.0	1.0		NEW ZEALAND		WELLINGTON: LAMBTON HARBOUR	-41.29	174.78	87.0	10758.0			0.0		0.0													(-41.289999999999999, 174.78)	5510	1870	4.0	6.0	19.0	30.0		2.0	0.0			NEW ZEALAND		WELLINGTON	-41.29	174.78	81	0.6																												
193	3370	1829.0	1952.0	11.0	4.0		NEW ZEALAND	WELLINGTON	WELLINGTON	-41.29	174.78	81.0	10556.0			0.2		1.0													(-41.289999999999999, 174.78)	5510	1870	4.0	6.0	19.0	30.0		2.0	0.0			NEW ZEALAND		WELLINGTON	-41.29	174.78	81	0.6																												
194	27858	5486.0	1848.0	10.0	18.0	M	NEW ZEALAND		NEW PLYMOUTH	-39.05	174.07	81.0						1.0													(-39.049999999999997, 174.06999999999999)	5549	1869	1.0	4.0	1.0	30.0		1.0	0.0			NEW ZEALAND		NORTH ISLAND	-39.05	174.07	81																													
195	701	805.0	1853.0				USA	AK	LITUYA BAY, AK	58.64	-137.57	87.0	1.0			120.0	750.0	1.0				2.0									(58.640000000000001, -137.56999999999999)	2607	1874	5.0					3.0	8.0			USA	AK	LITUYA BAY, AK	58.64	-137.57	87	24.38																												
196	7646	2607.0	1874.0	5.0			USA	AK	LITUYA BAY, AK	58.64	-137.57	87.0	0.0			24.38	640.1	1.0													(58.640000000000001, -137.56999999999999)	2607	1874	5.0					3.0	8.0			USA	AK	LITUYA BAY, AK	58.64	-137.57	87	24.38																												
197	1554	1260.0	1899.0	9.0	10.0		USA	AK	LITUYA BAY, AK	58.64	-137.57	87.0	205.0			60.96		1.0													(58.640000000000001, -137.56999999999999)	2607	1874	5.0					3.0	8.0			USA	AK	LITUYA BAY, AK	58.64	-137.57	87	24.38																												
198	2333	1694.0	1936.0	10.0	27.0		USA	AK	LITUYA BAY, AK	58.64	-137.57	87.0	28.0	0.0	20.0	149.35	609.0	1.0	2.0	R						1.0			2.0	1.0	(58.640000000000001, -137.56999999999999)	2607	1874	5.0					3.0	8.0			USA	AK	LITUYA BAY, AK	58.64	-137.57	87	24.38																												
199	28716	5523.0	1855.0	2.0	3.0		NEW ZEALAND		WHARANUI	-41.93	174.09	81.0	0.0					1.0													(-41.93, 174.09)	5523	1855	2.0	3.0				4.0	1.0			NEW ZEALAND		WHARANUI	-41.93	174.09	81																													
200	794	848.0	1855.0	9.0	25.0		HONDURAS		TRUJILLO BAY	15.91	-85.96	74.0	0.0					1.0													(15.91, -85.959999999999994)	848	1855	9.0	25.0				1.0	1.0			HONDURAS		TRUJILLO	15.91	-85.96	74																													
201	28296	5503.0	1856.0	9.0		M	JAPAN	TOKYO	TOKYO BAY	35.6	139.7	85.0	0.0					1.0													(35.600000000000001, 139.69999999999999)	5503	1856	9.0					2.0	9.0			JAPAN		TOKYO BAY	35.6	139.7	85				0.0																									
202	29176	901.0	1860.0	8.0			INDONESIA	CENTRAL SULAWESI	MINAHASSA PENINSULA	1.3	121.0	83.0	0.0					1.0													(1.3, 121.0)	901	1860	8.0					1.0	1.0			INDONESIA		SULAWESI-N. MOLUCCAS ISLANDS	1.3	121.0	83				0.0																									
203	9808	957.0	1866.0	9.0	5.0	?	USA	AK	KODIAK ISLAND, AK	58.0	-152.0	87.0	0.0					1.0													(58.0, -152.0)	957	1866	9.0	5.0	13.0	0.0	0.0	2.0	1.0			USA	AK	KODIAK ISLAND, AK	58.0	-152.0	87													1.0																
204	905	958.0	1866.0	9.0	12.0		USA TERRITORY	AS	MANU'A ISLANDS, AMERICAN SAMOA	-14.18	-169.66	81.0	8.0					1.0													(-14.18, -169.66)	1422	1915	2.0	11.0				1.0	9.0			USA TERRITORY	AS	MANUA ISLANDS, AMERICAN SAMOA	-14.18	-169.66	81	2.4					3.0	1.0											3.0	1.0										
205	9928	1422.0	1915.0	2.0	11.0	M	USA TERRITORY	AS	MANU'A ISLANDS, AMERICAN SAMOA	-14.18	-169.66	81.0	0.0			2.4		1.0			3.0	1.0									(-14.18, -169.66)	1422	1915	2.0	11.0				1.0	9.0			USA TERRITORY	AS	MANUA ISLANDS, AMERICAN SAMOA	-14.18	-169.66	81	2.4					3.0	1.0											3.0	1.0										
206	28676	5508.0	1868.0	10.0	19.0		NEW ZEALAND		WESTPORT	-41.75	171.58	81.0	210.0			0.3		1.0													(-41.75, 171.58000000000001)	5524	1870	4.0	29.0				-1.0				NEW ZEALAND		WESTPORT	-41.75	171.58	81																													
207	28676	5508.0	1868.0	10.0	19.0		NEW ZEALAND		WESTPORT	-41.75	171.58	81.0	210.0			0.3		1.0													(-41.75, 171.58000000000001)	5525	1871	3.0					1.0	0.0			NEW ZEALAND		WESTPORT	-41.75	171.58	81																													
208	28677	5509.0	1869.0	3.0	3.0		NEW ZEALAND		WESTPORT	-41.75	171.58	81.0	119.0			0.6		1.0													(-41.75, 171.58000000000001)	5524	1870	4.0	29.0				-1.0				NEW ZEALAND		WESTPORT	-41.75	171.58	81																													
209	28677	5509.0	1869.0	3.0	3.0		NEW ZEALAND		WESTPORT	-41.75	171.58	81.0	119.0			0.6		1.0													(-41.75, 171.58000000000001)	5525	1871	3.0					1.0	0.0			NEW ZEALAND		WESTPORT	-41.75	171.58	81																													
210	28679	5509.0	1869.0	3.0	3.0		NEW ZEALAND		HOKITIKA	-42.718999999999994	170.96099999999998	81.0	0.0					1.0													(-42.718999999999994, 170.96099999999998)	5509	1869	3.0	2.0				3.0	0.0			NEW ZEALAND			-42.718999999999994	170.96099999999998	81	0.6																												
211	28117	1016.0	1871.0	2.0	5.0		PERU		CHINCHA ISLANDS	-13.65	-76.4	89.0	0.0					1.0													(-13.65, -76.400000000000006)	1016	1871	2.0	5.0				2.0	1.0			PERU		S. PERU	-13.65	-76.4	89				1.0																									
212	1250	1075.0	1877.0	5.0	10.0		PERU		CHINCHA ISLANDS	-13.65	-76.4	89.0	1074.0			3.0		1.0													(-13.65, -76.400000000000006)	1016	1871	2.0	5.0				2.0	1.0			PERU		S. PERU	-13.65	-76.4	89				1.0																									
213	6967	2357.0	1871.0	6.0	18.0		USA	NY	LONG ISLAND, NY	40.5	-73.9	75.0	0.0					1.0													(40.5, -73.900000000000006)	2357	1871	6.0	18.0	0.0	0.0	0.0	2.0	1.0			USA	NY	LONG ISLAND, NEW YORK	40.5	-73.9	75																													
214	1144	1049.0	1873.0				PAPUA NEW GUINEA		MACLAY COAST	-5.5	146.0	82.0	0.0					1.0								2.0				2.0	(-5.5, 146.0)	1049	1873						3.0	1.0		8.0	PAPUA NEW GUINEA		MACLAY COAST	-5.5	146.0	82			1.0	2.0									2.0		2.0				2.0						2.0		2.0		
215	1242	1075.0	1877.0	5.0	10.0		NEW ZEALAND		CHATHAM ISLAND	-43.95	-176.567	81.0	9570.0					1.0								1.0				2.0	(-43.950000000000003, -176.56700000000001)	1544	1924	7.0	19.0				1.0	0.0			NEW ZEALAND		CHATHAM I.	-43.95	-176.567	81				1.0									1.0												1.0				
216	2052	1544.0	1924.0	7.0	21.0		NEW ZEALAND		CHATHAM ISLAND	-43.95	-176.567	81.0	0.0					1.0								1.0					(-43.950000000000003, -176.56700000000001)	1544	1924	7.0	19.0				1.0	0.0			NEW ZEALAND		CHATHAM I.	-43.95	-176.567	81				1.0									1.0												1.0				
217	7832	2339.0	1999.0	11.0	26.0		NEW ZEALAND		CHATHAM ISLAND	-43.95	-176.567	81.0	3381.0			0.05		2.0													(-43.950000000000003, -176.56700000000001)	1544	1924	7.0	19.0				1.0	0.0			NEW ZEALAND		CHATHAM I.	-43.95	-176.567	81				1.0									1.0												1.0				
218	6665	2373.0	2001.0	6.0	23.0		NEW ZEALAND		CHATHAM ISLAND	-43.95	-176.567	81.0	9757.0			0.28		2.0													(-43.950000000000003, -176.56700000000001)	1544	1924	7.0	19.0				1.0	0.0			NEW ZEALAND		CHATHAM I.	-43.95	-176.567	81				1.0									1.0												1.0				
219	6869	2439.0	2004.0	12.0	26.0		NEW ZEALAND		CHATHAM ISLAND	-43.95	-176.567	81.0	10073.0			0.18		2.0													(-43.950000000000003, -176.56700000000001)	1544	1924	7.0	19.0				1.0	0.0			NEW ZEALAND		CHATHAM I.	-43.95	-176.567	81				1.0									1.0												1.0				
220	28717	5526.0	1879.0	4.0	27.0		NEW ZEALAND	WEST COAST	GREYMOUTH	-42.45	171.21	81.0	0.0			0.9		7.0													(-42.450000000000003, 171.21000000000001)	5526	1879	4.0	27.0	6.0	45.0		2.0	0.0			NEW ZEALAND		GREYMOUTH	-42.45	171.21	81	0.9																												
221	6970	2450.0	1879.0				USA	MA	OFF COAST NANTUCKET, MA	41.28	-70.08	75.0	0.0					1.0													(41.280000000000001, -70.079999999999998)	2450	1879						1.0	0.0			USA	MA	OFF COAST NANTUCKET, MASSACHUSETTS	41.28	-70.08	75								1.0	1.0																				
222	28718	5527.0	1881.0	6.0	29.0		NEW ZEALAND	CANTERBURY	PIGEON BAY	-43.69	172.9	81.0	0.0			3.0		1.0								1.0					(-43.689999999999998, 172.90000000000001)	5527	1881	6.0	29.0				3.0	1.0			NEW ZEALAND		PIGEON BAY (BANKS PENINSULA)	-43.69	172.9	81	3.0												1.0												1.0				
223	28961	1902.0	1960.0	5.0	22.0		NEW ZEALAND		PIGEON BAY	-43.69	172.9	81.0	8739.0					1.0													(-43.689999999999998, 172.90000000000001)	5527	1881	6.0	29.0				3.0	1.0			NEW ZEALAND		PIGEON BAY (BANKS PENINSULA)	-43.69	172.9	81	3.0												1.0												1.0				
224	1299	1124.0	1881.0	8.0	12.0		JAMAICA		KINGSTON HARBOR	17.97	-76.8	74.0	0.0			0.46		1.0													(17.969999999999999, -76.799999999999997)	1124	1881	8.0	12.0				1.0	1.0			JAMAICA		KINGSTON	17.97	-76.8	74	0.46																												
225	1299	1124.0	1881.0	8.0	12.0		JAMAICA		KINGSTON HARBOR	17.97	-76.8	74.0	0.0			0.46		1.0													(17.969999999999999, -76.799999999999997)	2973	1893	2.0	19.0				2.0	1.0			JAMAICA		KINGSTON	17.97	-76.8	74																													
226	11375	2973.0	1893.0	2.0	19.0		JAMAICA		KINGSTON HARBOR	17.97	-76.8	74.0	0.0					1.0													(17.969999999999999, -76.799999999999997)	1124	1881	8.0	12.0				1.0	1.0			JAMAICA		KINGSTON	17.97	-76.8	74	0.46																												
227	11375	2973.0	1893.0	2.0	19.0		JAMAICA		KINGSTON HARBOR	17.97	-76.8	74.0	0.0					1.0													(17.969999999999999, -76.799999999999997)	2973	1893	2.0	19.0				2.0	1.0			JAMAICA		KINGSTON	17.97	-76.8	74																													
228	28720	5528.0	1882.0	4.0	13.0		NEW ZEALAND		GLENBURN, WAIRARAPA	-41.32	175.84	81.0	0.0			1.2		1.0													(-41.32, 175.84)	5528	1882	4.0	13.0				2.0	1.0			NEW ZEALAND		GLENBURN, WAIRARAPA	-41.32	175.84	81	1.2																												
229	25340	1138.0	1883.0	5.0	31.0		INDONESIA	BANGKA-BELITUNG	BANGKA ISLAND, SULAWESI	-2.25	106.0	60.0	0.0					1.0													(-2.25, 106.0)	1138	1883	5.0	31.0				1.0	0.0			INDONESIA		BANKA ISLAND	-2.25	106.0	60				0.0																									
230	1322	1142.0	1883.0	8.0	27.0		SRI LANKA		TRINCOMALEE	8.567	81.233	60.0	3140.0			1.0		1.0													(8.5670000000000002, 81.233000000000004)	1130	1882	1.0					3.0	1.0			SRI LANKA		SRI LANKA	8.567	81.233	60																													
231	11410	3228.0	2007.0	9.0	12.0		SRI LANKA		TRINCOMALEE	8.567	81.233	60.0	2661.0			0.3		2.0													(8.5670000000000002, 81.233000000000004)	1130	1882	1.0					3.0	1.0			SRI LANKA		SRI LANKA	8.567	81.233	60																													
232	17321	4902.0	2010.0	6.0	12.0		SRI LANKA		TRINCOMALEE	8.567	81.233	60.0	1181.0	1.0	54.0	0.03		2.0													(8.5670000000000002, 81.233000000000004)	1130	1882	1.0					3.0	1.0			SRI LANKA		SRI LANKA	8.567	81.233	60																													
233	17582	5342.0	2010.0	10.0	25.0		SRI LANKA		TRINCOMALEE	8.567	81.233	60.0	2484.0	3.0	49.0	0.07		2.0	30.0												(8.5670000000000002, 81.233000000000004)	1130	1882	1.0					3.0	1.0			SRI LANKA		SRI LANKA	8.567	81.233	60																													
234	25266	5449.0	2012.0	4.0	11.0		SRI LANKA		TRINCOMALEE	8.567	81.233	60.0	1482.0	2.0	36.0	0.11		2.0	32.0												(8.5670000000000002, 81.233000000000004)	1130	1882	1.0					3.0	1.0			SRI LANKA		SRI LANKA	8.567	81.233	60																													
235	1381	1146.0	1884.0	1.0	14.0		URUGUAY		MONTEVIDEO	-34.917	-56.167	71.0	0.0					1.0													(-34.917000000000002, -56.167000000000002)	1146	1884	1.0	14.0				2.0	0.0			URUGUAY		MONTEVIDEO	-34.917	-56.167	71							2.0												2.0										
236	1381	1146.0	1884.0	1.0	14.0		URUGUAY		MONTEVIDEO	-34.917	-56.167	71.0	0.0					1.0													(-34.917000000000002, -56.167000000000002)	5616	1892	5.0	10.0				1.0	0.0			URUGUAY		MONTEVIDEO	-34.917	-56.167	71																													
237	6974	2451.0	1884.0	9.0	19.0		USA	MI	IN THE DETROIT RIVER, MI	42.35	-82.95	75.0	0.0					7.0													(42.350000000000001, -82.950000000000003)	2451	1884	9.0	19.0				0.0	0.0			USA	MI	IN THE DETROIT RIVER, MI	42.35	-82.95	75								1.0	1.0																				
238	17535	1160.0	1885.0	12.0	14.0		INDONESIA	ACEH	BANDA ACEH (ATJEH ISLAND), SUMATRA	5.55	95.3	60.0	0.0					1.0													(5.5499999999999998, 95.299999999999997)	1160	1885	12.0	14.0				1.0	1.0			INDONESIA		BANDA ACEH	5.55	95.3	60																													
239	25401	1166.0	1887.0	2.0	2.0		PHILIPPINES		PANAY ISLAND	10.7	122.6	84.0	0.0					1.0													(10.699999999999999, 122.59999999999999)	1166	1887	2.0	2.0				1.0	1.0			PHILIPPINES		PANAY ISLAND	10.7	122.6	84																									2.0				2.0
240	29748	1175.0	1888.0	3.0	13.0		PAPUA NEW GUINEA	NEW BRITAIN	GAZELLE PENINSULA	-5.0	152.0	82.0	434.0					1.0													(-5.0, 152.0)	1529	1923	11.0	4.0	0.0	4.0	30.0	1.0	1.0		7.2	PAPUA NEW GUINEA		NEW BRITAIN	-5.0	152.0	82																													
241	32204	5612.0	1889.0	3.0	8.0		TONGA		TONGA ISLAND	-21.166999999999998	-175.167	81.0				8.0		1.0													(-21.166999999999998, -175.167)	811	1853	12.0	24.0				1.0	1.0			TONGA		TONGATAPU ISLAND	-21.166999999999998	-175.167	81																													
242	16204	1365.0	1908.0				TONGA		TONGATAPU	-21.166999999999998	-175.167	81.0	55.0					1.0													(-21.166999999999998, -175.167)	811	1853	12.0	24.0				1.0	1.0			TONGA		TONGATAPU ISLAND	-21.166999999999998	-175.167	81																													
243	25282	1186.0	1891.0	6.0	10.0		INDONESIA	NORTH MALUKU	BATJAN ISLAND, N. MOLUCCAS ISLANDS	-0.5	127.5	83.0	0.0					1.0													(-0.5, 127.5)	1186	1891	6.0	10.0				3.0	0.0			INDONESIA		N. MOLUCCAS ISLANDS	-0.5	127.5	83				0.5																									
244	28722	5529.0	1891.0	9.0			NEW ZEALAND	CANTERBURY	NEW BRIGHTON	-43.51	172.73	81.0	0.0					1.0													(-43.509999999999998, 172.72999999999999)	5529	1891	9.0	16.0	21.0	30.0		2.0	0.0			NEW ZEALAND		NEW BRIGHTON	-43.51	172.73	81																													
245	17536	1190.0	1891.0	10.0	5.0		INDONESIA	EAST NUSA TENGGARA	ATAPUPU	-9.0	124.85	60.0	93.0					1.0													(-9.0, 124.84999999999999)	1468	1919	2.0	13.0				2.0	0.0			INDONESIA		TIMOR SEA	-9.0	124.85	60				1.5									1.0												1.0				
246	29521	1369.0	1908.0	3.0	23.0	?	INDONESIA	EAST NUSA TENGGARA	ATAPUPU	-9.0	124.85	60.0	469.0					1.0													(-9.0, 124.84999999999999)	1468	1919	2.0	13.0				2.0	0.0			INDONESIA		TIMOR SEA	-9.0	124.85	60				1.5									1.0												1.0				
247	17529	1468.0	1919.0	2.0	13.0		INDONESIA	EAST NUSA TENGGARA	ATAPUPU	-9.0	124.85	60.0	0.0					7.0								1.0					(-9.0, 124.84999999999999)	1468	1919	2.0	13.0				2.0	0.0			INDONESIA		TIMOR SEA	-9.0	124.85	60				1.5									1.0												1.0				
248	25355	1198.0	1892.0	8.0			VANUATU		ESPIRITU SANTO ISLAND	-15.25	166.83	82.0	0.0					1.0													(-15.25, 166.83000000000001)	1198	1892	8.0					2.0	0.0			VANUATU		ESPIRITU SANTO ISLAND	-15.25	166.83	82				1.5																									
249	4755	1974.0	1965.0	8.0	13.0		VANUATU		ESPIRITU SANTO ISLAND	-15.25	166.83	82.0	72.0			2.0		1.0								1.0				1.0	(-15.25, 166.83000000000001)	1198	1892	8.0					2.0	0.0			VANUATU		ESPIRITU SANTO ISLAND	-15.25	166.83	82				1.5																									
250	1416	1202.0	1893.0	2.0	9.0		GREECE		AGISTRON, SAMOTHRACE	40.5	25.5	50.0	0.0			1.0	30.0	1.0								1.0			2.0	1.0	(40.5, 25.5)	1202	1893	2.0	9.0				4.0	1.0		6.5	GREECE		SAMOTHRACE	40.5	25.5	50	1.0			3.0									1.0		1.0										2.0		2.0		2.0
251	25277	1238.0	1897.0	3.0	15.0		INDONESIA	SOUTH SULAWESI	KAJUADI ISLAND	-6.8	120.8	60.0	0.0					1.0													(-6.7999999999999998, 120.8)	1238	1897	3.0	15.0				2.0	1.0	15.0	5.5	INDONESIA		FLORES SEA	-6.8	120.8	60				1.0																									
252	7652	1260.0	1899.0	9.0	10.0		USA	AK	DISENCHANTMENT BAY, AK	60.0	-139.58	87.0	23.0			12.0		1.0													(60.0, -139.58000000000001)	1323	1905	7.0	4.0				4.0	8.0			USA	AK	DISENCHANTMENT BAY, AK	60.0	-139.58	87	33.53		5.1	2.5																									
253	1618	1323.0	1905.0	7.0	4.0		USA	AK	DISENCHANTMENT BAY, AK	60.0	-139.58	87.0	0.0			33.53		1.0													(60.0, -139.58000000000001)	1323	1905	7.0	4.0				4.0	8.0			USA	AK	DISENCHANTMENT BAY, AK	60.0	-139.58	87	33.53		5.1	2.5																									
254	3696	1880.0	1958.0	7.0	10.0		USA	AK	DISENCHANTMENT BAY, AK	60.0	-139.58	87.0	246.0			6.1		1.0								1.0					(60.0, -139.58000000000001)	1323	1905	7.0	4.0				4.0	8.0			USA	AK	DISENCHANTMENT BAY, AK	60.0	-139.58	87	33.53		5.1	2.5																									
255	7703	1954.0	1964.0	3.0	28.0		USA	AK	DISENCHANTMENT BAY, AK	60.0	-139.58	87.0	456.0	4.0	54.0	4.8		1.0													(60.0, -139.58000000000001)	1323	1905	7.0	4.0				4.0	8.0			USA	AK	DISENCHANTMENT BAY, AK	60.0	-139.58	87	33.53		5.1	2.5																									
256	9844	2812.0	1900.0	8.0	11.0		USA	AK	LITUYA BAY, AK	58.6	-137.1	87.0	23.0					1.0			5.0	1.0				1.0					(58.600000000000001, -137.09999999999999)	1694	1936	10.0	27.0	15.0	50.0	0.0	4.0	8.0			USA	AK	LITUYA BAY, AK	58.6	-137.1	87	149.35		5.6	4.0									1.0	2.0	1.0														
257	16921	1280.0	1901.0	8.0	9.0		VANUATU		VANUATU ISLANDS	-14.074000000000002	167.828	82.0	911.0					1.0								2.0					(-14.074000000000002, 167.828)	2173	1987	7.0	6.0	2.0	49.0	42.7	3.0	1.0	48.0	6.7	VANUATU		VANUATU ISLANDS	-14.074000000000002	167.828	82	0.1																												
258	6833	1315.0	1904.0	7.0	5.0		INDONESIA	MALUKU	SIRI-SORI, SAPARUA	-3.5	128.6	83.0	16.0					1.0								1.0					(-3.5, 128.59999999999999)	815	1854	1.0	4.0				2.0	1.0		6.0	INDONESIA		BANDA SEA	-3.5	128.6	83				0.0																									
