	I_D	TSEVENT_ID	YEAR	MONTH	DAY	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	COORDS
10323	14145	2035.0	1971.0	7.0	26.0		JAPAN	IWATE	MIYAKO	39.65	141.983	85.0	5087.0			0.07		2.0													(39.649999999999999, 141.983)
10324	14146	2035.0	1971.0	7.0	26.0		JAPAN	KAGOSHIMA	NAZE	28.383000000000003	129.5	85.0	4489.0			0.08		2.0													(28.383000000000003, 129.5)
10325	14147	2035.0	1971.0	7.0	26.0		JAPAN	KOCHI	TOSA-SHIMIZU	32.7792	132.9589	85.0	4704.0			0.08		2.0													(32.779200000000003, 132.9589)
10326	14148	2035.0	1971.0	7.0	26.0		JAPAN	MIE	OWASE	34.083	136.2	85.0	4689.0			0.11		2.0													(34.082999999999998, 136.19999999999999)
10327	14149	2035.0	1971.0	7.0	26.0		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85.0	4954.0			0.09		2.0													(38.299999999999997, 141.5)
10328	14150	2035.0	1971.0	7.0	26.0		JAPAN	MIYAZAKI	ABURATSU	31.583000000000002	131.417	85.0	4669.0			0.1		2.0													(31.583000000000002, 131.417)
10329	14151	2035.0	1971.0	7.0	26.0		JAPAN	SHIZUOKA	UCHIURA	35.016999999999996	138.88299999999998	85.0	4686.0			0.07		2.0													(35.016999999999996, 138.88299999999998)
10330	14152	2035.0	1971.0	7.0	26.0		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85.0	4645.0			0.12		2.0													(33.466999999999999, 135.78299999999999)
10331	14159	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	SAMANI	42.117	142.933	85.0	93.0			0.11		2.0													(42.116999999999997, 142.93299999999999)
10332	14168	2036.0	1971.0	8.0	2.0		JAPAN	MIYAGI	ENOSHIMA	38.4	141.6	85.0	371.0			0.03		2.0													(38.399999999999999, 141.59999999999999)
10333	14153	2036.0	1971.0	8.0	2.0		JAPAN	AOMORI	HACHINOHE	40.533	141.533	85.0	191.0			0.08		2.0													(40.533000000000001, 141.53299999999999)
10334	14154	2036.0	1971.0	8.0	2.0		JAPAN	AOMORI	HACHINOHE(KENSETSUKYOKU)	40.516999999999996	141.517	85.0	193.0			0.09		2.0													(40.516999999999996, 141.517)
10335	14155	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	HAKODATE	41.7187	140.7247	85.0	234.0			0.07		2.0													(41.718699999999998, 140.72470000000001)
10336	14156	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	HANASAKI	43.2781	145.5678	85.0	269.0			0.08		2.0													(43.278100000000002, 145.56780000000001)
10337	14157	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	KUSHIRO	42.9756	144.3714	85.0	189.0			0.1		2.0													(42.9756, 144.37139999999999)
10338	14158	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	MURORAN	42.35	140.95	85.0	236.0			0.05		2.0													(42.350000000000001, 140.94999999999999)
10339	14160	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	SHOYAGYOKO	42.033	143.3	85.0	72.0			0.51		2.0													(42.033000000000001, 143.30000000000001)
10340	14161	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	TOKACHIKO	42.3	143.333	85.0	101.0			0.15		2.0													(42.299999999999997, 143.333)
10341	14162	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	TOMAKOMAINISHIKO	42.633	141.61700000000002	85.0	207.0			0.06		2.0													(42.633000000000003, 141.61700000000002)
10342	14163	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	URAKAWA	42.167	142.767	85.0	105.0			0.12		2.0													(42.167000000000002, 142.767)
10343	14164	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	YAMASEDOMARIGYOKO	41.783	141.11700000000002	85.0	203.0			0.04		2.0													(41.783000000000001, 141.11700000000002)
10344	14165	2036.0	1971.0	8.0	2.0		JAPAN	IWATE	MIYAKO	39.65	141.983	85.0	233.0			0.05		2.0													(39.649999999999999, 141.983)
10345	14166	2036.0	1971.0	8.0	2.0		JAPAN	IWATE	OFUNATO	39.016999999999996	141.75	85.0	304.0			0.07		2.0													(39.016999999999996, 141.75)
10346	14167	2036.0	1971.0	8.0	2.0		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85.0	385.0			0.05		2.0													(38.299999999999997, 141.5)
10347	5273	2036.0	1971.0	8.0	2.0		JAPAN	HOKKAIDO	HIROO	42.284	143.319	85.0	99.0			0.2		2.0													(42.283999999999999, 143.31899999999999)
10348	14175	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	KAFUKA	45.3	141.05	85.0	134.0			0.07		2.0													(45.299999999999997, 141.05000000000001)
10349	14171	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	FUNADOMARI	45.433	141.05	85.0	119.0			0.28		2.0													(45.433, 141.05000000000001)
10350	14172	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	FURUBIRA	43.266999999999996	140.63299999999998	85.0	362.0			0.19		2.0													(43.266999999999996, 140.63299999999998)
10351	14182	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	WAKKANAI	45.4	141.683	85.0	128.0			0.29		2.0													(45.399999999999999, 141.68299999999999)
10352	14180	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	SENPOSHIGYOKO	45.083	141.183	85.0	158.0			0.15		2.0													(45.082999999999998, 141.18299999999999)
10353	6798	2431.0	1971.0	9.0	5.0		RUSSIA		MONERON ISLAND	46.28	141.22	86.0	25.0			1.5		1.0													(46.280000000000001, 141.22)
10354	14179	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	RUMOIKO	43.95	141.63299999999998	85.0	286.0			0.08		2.0													(43.950000000000003, 141.63299999999998)
10355	14178	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	OTARUKO	43.167	141.033	85.0	371.0			0.12		2.0													(43.167000000000002, 141.03299999999999)
10356	5284	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	REBUN IS.	45.45	141.0	85.0	118.0			0.03		2.0													(45.450000000000003, 141.0)
10357	5285	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	RISHIRI IS.	45.25	141.15	85.0	139.0			0.15		2.0													(45.25, 141.15000000000001)
10358	10246	2431.0	1971.0	9.0	5.0		RUSSIA		SHEBUNINO			86.0				2.0		1.0													(nan, nan)
10359	10247	2431.0	1971.0	9.0	5.0		RUSSIA		GORNOZAVODSK			86.0				2.0		1.0													(nan, nan)
10360	5291	2431.0	1971.0	9.0	5.0		RUSSIA	SAKHALIN	NEVELSK, SAKHALIN	46.67	141.855	86.0	54.0			0.5		2.0													(46.670000000000002, 141.85499999999999)
10361	14181	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	TESHIOKO	44.867	141.733	85.0	186.0			0.2		2.0													(44.866999999999997, 141.733)
10362	14177	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	OSHORO	43.2	140.86700000000002	85.0	368.0			0.29		2.0													(43.200000000000003, 140.86700000000002)
10363	14176	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	MOMBETSU	44.35	143.36700000000002	85.0	293.0			0.06		2.0													(44.350000000000001, 143.36700000000002)
10364	14169	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	ABASHIRI	44.016999999999996	144.283	85.0	367.0			0.19		2.0													(44.016999999999996, 144.28299999999999)
10365	14170	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	ESASHI	41.867	140.13299999999998	85.0	522.0			0.04		2.0													(41.866999999999997, 140.13299999999998)
10366	14173	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	HABOROKO	44.367	141.7	85.0	240.0			0.2		2.0													(44.366999999999997, 141.69999999999999)
10367	14174	2431.0	1971.0	9.0	5.0		JAPAN	HOKKAIDO	IWANAIKO	42.983000000000004	140.5	85.0	395.0			0.35		2.0													(42.983000000000004, 140.5)
10368	10248	2430.0	1971.0	9.0	6.0		RUSSIA	SAKHALIN	KHOLMSK, SAKHALIN I	47.033	142.05	86.0	62.0			0.07		2.0	10.0												(47.033000000000001, 142.05000000000001)
10369	14191	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	TESHIOKO	44.867	141.733	85.0	206.0			0.15		2.0													(44.866999999999997, 141.733)
10370	6797	2043.0	1971.0	9.0	6.0		SOLOMON ISLANDS		NEO VILLAGE, TREVANION ISLAND	-10.66	165.8	82.0	31.0					1.0													(-10.66, 165.80000000000001)
10371	14192	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	WAKKANAI	45.4	141.683	85.0	146.0			0.32		2.0													(45.399999999999999, 141.68299999999999)
10372	14190	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	SENPOSHIGYOKO	45.083	141.183	85.0	181.0			0.15		2.0													(45.082999999999998, 141.18299999999999)
10373	14189	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	RUMOIKO	43.95	141.63299999999998	85.0	306.0			0.07		2.0													(43.950000000000003, 141.63299999999998)
10374	14188	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	OTARUKO	43.167	141.033	85.0	394.0			0.18		2.0													(43.167000000000002, 141.03299999999999)
10375	14187	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	MOMBETSU	44.35	143.36700000000002	85.0	303.0			0.06		2.0													(44.350000000000001, 143.36700000000002)
10376	14186	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	IWANAIKO	42.983000000000004	140.5	85.0	419.0			0.3		2.0													(42.983000000000004, 140.5)
10377	14183	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	ABASHIRI	44.016999999999996	144.283	85.0	374.0			0.16		2.0													(44.016999999999996, 144.28299999999999)
10378	14184	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	FUNADOMARI	45.433	141.05	85.0	143.0			0.07		2.0													(45.433, 141.05000000000001)
10379	14185	2430.0	1971.0	9.0	6.0		JAPAN	HOKKAIDO	HABOROKO	44.367	141.7	85.0	261.0			0.2		2.0													(44.366999999999997, 141.69999999999999)
10380	10250	2038.0	1971.0	9.0	8.0		RUSSIA	SAKHALIN	NEVELSK, SAKHALIN	46.67	141.855	86.0	65.0	0.0	24.0	0.04		2.0	13.0												(46.670000000000002, 141.85499999999999)
10381	10249	2038.0	1971.0	9.0	8.0		RUSSIA	SAKHALIN	KHOLMSK, SAKHALIN I	47.033	142.05	86.0	101.0	0.0	34.0	0.09		2.0	7.0												(47.033000000000001, 142.05000000000001)
10382	10251	2039.0	1971.0	9.0	8.0		RUSSIA	SAKHALIN	KHOLMSK, SAKHALIN I	47.033	142.05	86.0	120.0			0.07		2.0	5.0												(47.033000000000001, 142.05000000000001)
10383	10253	2044.0	1971.0	9.0	15.0		RUSSIA	KAMCHATKA	UST'KAMCHATSK, KAMCHATKA	56.37	162.45	86.0	67.0	0.0	20.0	0.47		2.0													(56.369999999999997, 162.44999999999999)
10384	5293	2040.0	1971.0	9.0	25.0		PAPUA NEW GUINEA		BAYERN BAY (NEAR SALAMAUA)			82.0				1.8		1.0													(nan, nan)
10385	10252	2041.0	1971.0	9.0	27.0		RUSSIA	SAKHALIN	NEVELSK, SAKHALIN	46.67	141.855	86.0	65.0			0.03		2.0	8.0												(46.670000000000002, 141.85499999999999)
10386	5295	2042.0	1971.0	11.0	6.0		USA	AK	SQUARE BAY, AMCHITKA ISLAND, AK	51.452	179.19799999999998	87.0	9.0	0.0	10.0	0.1		2.0	10.0	R											(51.451999999999998, 179.19799999999998)
10387	5294	2042.0	1971.0	11.0	6.0		USA	AK	CONSTANTINE HARBOR, AMCHITKA, AK	51.403	179.297	87.0	17.0	0.0	12.0	0.05		2.0	20.0	R											(51.402999999999999, 179.297)
10388	5296	2044.0	1971.0	12.0	15.0		USA	AK	ADAK, SWEEPER COVE, AK	51.863	-176.632	87.0	1386.0			0.05		2.0													(51.863, -176.63200000000001)
10389	5297	2044.0	1971.0	12.0	15.0		USA	AK	ATTU, MASSACRE BAY, AK	52.83	173.2	87.0	730.0			0.09		2.0													(52.829999999999998, 173.19999999999999)
10390	5298	2044.0	1971.0	12.0	15.0		USA	AK	SHEMYA ISLAND, AK	52.731	174.10299999999998	87.0	788.0			0.09		2.0													(52.731000000000002, 174.10299999999998)
10391	5299	2044.0	1971.0	12.0	15.0		USA	AK	UNALASKA, DUTCH HARBOR, AK	53.883	-166.533	87.0	1926.0			0.01		2.0													(53.883000000000003, -166.53299999999999)
10392	5306	2044.0	1971.0	12.0	15.0		USA TERRITORY	UM	WAKE ISLAND	19.29	166.6183	80.0	4093.0			0.09		2.0													(19.289999999999999, 166.6183)
10393	5301	2044.0	1971.0	12.0	15.0		USA	HI	HONOLULU, OAHU, HI	21.3067	-157.86700000000002	80.0	5006.0			0.1		2.0													(21.306699999999999, -157.86700000000002)
10394	5302	2044.0	1971.0	12.0	15.0		USA	HI	KAHULUI, MAUI, HI	20.895	-156.477	80.0	5117.0			0.1		2.0													(20.895, -156.477)
10395	5303	2044.0	1971.0	12.0	15.0		USA	HI	NAWILIWILI, KAUAI, HI	21.927	-159.36	80.0	4869.0			0.1		2.0													(21.927, -159.36000000000001)
10396	5304	2044.0	1971.0	12.0	15.0	?	USA TERRITORY	GU	APRA HARBOR, GUAM	13.433	144.65	81.0	4998.0			0.1		2.0													(13.433, 144.65000000000001)
10397	5300	2044.0	1971.0	12.0	15.0		USA	HI	HILO, HAWAII, HI	19.7303	-155.0553	80.0	5304.0			0.1		2.0													(19.7303, -155.05529999999999)
10398	14193	2045.0	1972.0	1.0	25.0		JAPAN	OKINAWA	ISHIGAKIKO	24.333000000000002	124.167	85.0	279.0			0.05		2.0													(24.333000000000002, 124.167)
10399	25857	2045.0	1972.0	1.0	25.0		TAIWAN		HUALIEN	23.97	121.613	84.0	178.0			0.02		2.0													(23.969999999999999, 121.613)
10400	14200	2046.0	1972.0	2.0	29.0		JAPAN	IWATE	MIYAKO	39.65	141.983	85.0	714.0			0.04		2.0													(39.649999999999999, 141.983)
10401	14217	2046.0	1972.0	2.0	29.0		JAPAN	WAKAYAMA	URAGAMI	33.55	135.9	85.0	456.0			0.09		2.0													(33.549999999999997, 135.90000000000001)
10402	14208	2046.0	1972.0	2.0	29.0		JAPAN	MIE	OWASE	34.083	136.2	85.0	434.0			0.12		2.0													(34.082999999999998, 136.19999999999999)
10403	5314	2046.0	1972.0	2.0	29.0		JAPAN	MIE	OWASE	34.083	136.2	85.0	434.0			0.12		2.0													(34.082999999999998, 136.19999999999999)
10404	5315	2046.0	1972.0	2.0	29.0		JAPAN	WAKAYAMA	SHIONOMISAKI	33.45	135.75	85.0	469.0					2.0													(33.450000000000003, 135.75)
10405	5316	2046.0	1972.0	2.0	29.0		JAPAN	CHIBA	TATEYAMA	34.983000000000004	139.85	85.0	207.0					2.0													(34.983000000000004, 139.84999999999999)
10406	5311	2046.0	1972.0	2.0	29.0		JAPAN	CHIBA	MERA	34.9189	139.825	85.0	201.0			0.23		2.0													(34.918900000000001, 139.82499999999999)
10407	14194	2046.0	1972.0	2.0	29.0		JAPAN	AOMORI	HACHINOHE	40.533	141.533	85.0	807.0			0.04		2.0													(40.533000000000001, 141.53299999999999)
10408	14195	2046.0	1972.0	2.0	29.0		JAPAN	CHIBA	KATSUURA	35.133	140.25	85.0	210.0			0.11		2.0													(35.133000000000003, 140.25)
10409	14196	2046.0	1972.0	2.0	29.0		JAPAN	CHIBA	MERA	34.9189	139.825	85.0	201.0			0.23		2.0													(34.918900000000001, 139.82499999999999)
10410	14197	2046.0	1972.0	2.0	29.0		JAPAN	FUKUSHIMA	ONAHAMA	36.933	140.9	85.0	404.0			0.13		2.0													(36.933, 140.90000000000001)
10411	14198	2046.0	1972.0	2.0	29.0		JAPAN	IBARAKI	HITACHIKO	36.5	140.63299999999998	85.0	356.0			0.14		2.0													(36.5, 140.63299999999998)
10412	14199	2046.0	1972.0	2.0	29.0		JAPAN	IBARAKI	MINATO-OHASHI	36.333	140.583	85.0	338.0			0.07		2.0													(36.332999999999998, 140.583)
10413	14201	2046.0	1972.0	2.0	29.0		JAPAN	IZU-OSHIMA, TOKYO	KOZUSHIMA	34.217	139.13299999999998	85.0	185.0			0.04		2.0													(34.216999999999999, 139.13299999999998)
10414	14202	2046.0	1972.0	2.0	29.0		JAPAN	KANAGAWA	ABURATSUBO	35.15	139.61700000000002	85.0	233.0			0.06		2.0													(35.149999999999999, 139.61700000000002)
10415	14203	2046.0	1972.0	2.0	29.0		JAPAN	KANAGAWA	ENOSHIMA	35.3	139.483	85.0	253.0			0.05		2.0													(35.299999999999997, 139.483)
10416	14204	2046.0	1972.0	2.0	29.0		JAPAN	KANAGAWA	KURIHAMA	35.233000000000004	139.717	85.0	237.0			0.04		2.0													(35.233000000000004, 139.71700000000001)
10417	14205	2046.0	1972.0	2.0	29.0		JAPAN	KOCHI	MUROTOMISAKI	33.266999999999996	134.167	85.0	617.0			0.08		2.0													(33.266999999999996, 134.167)
10418	14206	2046.0	1972.0	2.0	29.0		JAPAN	KOCHI	TOSA-SHIMIZU	32.7792	132.9589	85.0	733.0			0.08		2.0													(32.779200000000003, 132.9589)
10419	14207	2046.0	1972.0	2.0	29.0		JAPAN	MIE	NAGASHIMA	35.083	136.7	85.0	426.0			0.09		2.0													(35.082999999999998, 136.69999999999999)
10420	14209	2046.0	1972.0	2.0	29.0		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85.0	560.0			0.09		2.0													(38.299999999999997, 141.5)
10421	14210	2046.0	1972.0	2.0	29.0		JAPAN	MIYAZAKI	ABURATSU	31.583000000000002	131.417	85.0	901.0			0.09		2.0													(31.583000000000002, 131.417)
10422	14211	2046.0	1972.0	2.0	29.0		JAPAN	SHIZUOKA	MINAMI-IZU	34.617	138.88299999999998	85.0	230.0			0.12		2.0													(34.616999999999997, 138.88299999999998)
10423	14212	2046.0	1972.0	2.0	29.0		JAPAN	SHIZUOKA	OMAEZAKI	34.6083	138.2222	85.0	279.0			0.16		2.0													(34.6083, 138.22219999999999)
10424	14213	2046.0	1972.0	2.0	29.0		JAPAN	BONIN IS, TOKYO	MIYAKE ISLAND	34.067	139.483	85.0	149.0			0.09		2.0													(34.067, 139.483)
10425	14214	2046.0	1972.0	2.0	29.0		JAPAN	TOKYO	OKADA	34.783	139.38299999999998	85.0	210.0			0.02		2.0													(34.783000000000001, 139.38299999999998)
10426	14215	2046.0	1972.0	2.0	29.0		JAPAN	TOKYO	YAENE, HACHIJO ISLAND	33.1	139.767	85.0	99.0			0.21		2.0													(33.100000000000001, 139.767)
10427	14216	2046.0	1972.0	2.0	29.0		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85.0	466.0			0.11		2.0													(33.466999999999999, 135.78299999999999)
10428	25680	2049.0	1972.0	7.0	30.0		USA	AK	BERRY ISLAND, AK	56.785277799999996	-133.75166670000002	87.0	118.0					1.0													(56.785277799999996, -133.75166670000002)
10429	5318	2049.0	1972.0	7.0	30.0		USA	AK	SITKA, AK	57.052	-135.342	87.0	33.0			0.08		2.0	10.0												(57.052, -135.34200000000001)
10430	5317	2049.0	1972.0	7.0	30.0		USA	AK	JUNEAU, AK	58.3	-134.42	87.0	181.0			0.1		2.0	10.0	R											(58.299999999999997, -134.41999999999999)
10431	5319	2051.0	1972.0	8.0	17.0		PAPUA NEW GUINEA		POMIO, NEW BRITAIN	-5.52	151.52	82.0	162.0			0.6		2.0													(-5.5199999999999996, 151.52000000000001)
10432	5320	2052.0	1972.0	8.0	26.0		PAPUA NEW GUINEA		LAE (WOKO POINT)	-6.733	147.0	82.0	4.0			1.5										1.0					(-6.7329999999999997, 147.0)
10433	5321	2054.0	1972.0	10.0	9.0		PAPUA NEW GUINEA		VITIAZ STRAIT			82.0						1.0													(nan, nan)
10434	14236	2055.0	1972.0	12.0	2.0		JAPAN	OKINAWA	ISHIGAKIKO	24.333000000000002	124.167	85.0	2000.0			0.07		2.0													(24.333000000000002, 124.167)
10435	14245	2055.0	1972.0	12.0	2.0		JAPAN	WAKAYAMA	URAGAMI	33.55	135.9	85.0	3158.0			0.2		2.0													(33.549999999999997, 135.90000000000001)
10436	5339	2055.0	1972.0	12.0	2.0		USA TERRITORY	GU	APRA HARBOR, GUAM	13.433	144.65	81.0	2121.0			0.06		2.0													(13.433, 144.65000000000001)
10437	5340	2055.0	1972.0	12.0	2.0		MICRONESIA, FED. STATES OF		TRUK ISLANDS, CAROLINE ISLANDS	7.3666	151.8833	81.0	2793.0			0.09		2.0													(7.3666, 151.88329999999999)
10438	5341	2055.0	1972.0	12.0	2.0		MICRONESIA, FED. STATES OF		YAP ISLAND, CAROLINE ISLANDS	9.517000000000001	138.13299999999998	81.0	1314.0			0.09		2.0													(9.5170000000000012, 138.13299999999998)
10439	14232	2055.0	1972.0	12.0	2.0		JAPAN	MIE	TOBA	34.483000000000004	136.817	85.0	3284.0			0.04		2.0													(34.483000000000004, 136.81700000000001)
10440	14237	2055.0	1972.0	12.0	2.0		JAPAN	OKINAWA	NAHA	26.217	127.667	85.0	2196.0			0.06		2.0													(26.216999999999999, 127.667)
10441	14238	2055.0	1972.0	12.0	2.0		JAPAN	SHIZUOKA	MAISAKA	34.683	137.61700000000002	85.0	3332.0			0.04		2.0													(34.683, 137.61700000000002)
10442	14218	2055.0	1972.0	12.0	2.0		JAPAN	CHIBA	KATSUURA	35.133	140.25	85.0	3478.0			0.06		2.0													(35.133000000000003, 140.25)
10443	14219	2055.0	1972.0	12.0	2.0		JAPAN	CHIBA	MERA	34.9189	139.825	85.0	3439.0			0.15		2.0													(34.918900000000001, 139.82499999999999)
10444	14220	2055.0	1972.0	12.0	2.0		JAPAN	FUKUSHIMA	ONAHAMA	36.933	140.9	85.0	3683.0			0.11		2.0													(36.933, 140.90000000000001)
10445	14221	2055.0	1972.0	12.0	2.0		JAPAN	HOKKAIDO	KUSHIRO	42.9756	144.3714	85.0	4415.0			0.05		2.0													(42.9756, 144.37139999999999)
10446	14222	2055.0	1972.0	12.0	2.0		JAPAN	IBARAKI	HITACHIKO	36.5	140.63299999999998	85.0	3629.0			0.12		2.0													(36.5, 140.63299999999998)
10447	14223	2055.0	1972.0	12.0	2.0		JAPAN	IBARAKI	OARAIKO	36.333	140.583	85.0	3610.0			0.09		2.0													(36.332999999999998, 140.583)
10448	14224	2055.0	1972.0	12.0	2.0		JAPAN	IWATE	MIYAKO	39.65	141.983	85.0	3995.0			0.05		2.0													(39.649999999999999, 141.983)
10449	14225	2055.0	1972.0	12.0	2.0		JAPAN	KAGOSHIMA	NAZE	28.383000000000003	129.5	85.0	2453.0			0.06		2.0													(28.383000000000003, 129.5)
10450	14226	2055.0	1972.0	12.0	2.0		JAPAN	KAGOSHIMA	NISHINOOMOTE	30.733	131.0	85.0	2734.0			0.08		2.0													(30.733000000000001, 131.0)
10451	14227	2055.0	1972.0	12.0	2.0		JAPAN	KANAGAWA	KURIHAMA	35.233000000000004	139.717	85.0	3466.0			0.07		2.0													(35.233000000000004, 139.71700000000001)
10452	14228	2055.0	1972.0	12.0	2.0		JAPAN	KOCHI	MUROTOMISAKI	33.266999999999996	134.167	85.0	3078.0			0.17		2.0													(33.266999999999996, 134.167)
10453	14229	2055.0	1972.0	12.0	2.0		JAPAN	KOCHI	TOSA-SHIMIZU	32.7792	132.9589	85.0	2996.0			0.12		2.0													(32.779200000000003, 132.9589)
10454	14230	2055.0	1972.0	12.0	2.0		JAPAN	KOCHI	KOCHI	33.55	133.55	85.0	3093.0			0.12		2.0													(33.549999999999997, 133.55000000000001)
10455	14231	2055.0	1972.0	12.0	2.0		JAPAN	MIE	OWASE	34.083	136.2	85.0	3223.0			0.22		2.0													(34.082999999999998, 136.19999999999999)
10456	14233	2055.0	1972.0	12.0	2.0		JAPAN	MIYAGI	AYUKAWA	38.3	141.5	85.0	3842.0			0.09		2.0													(38.299999999999997, 141.5)
10457	14234	2055.0	1972.0	12.0	2.0		JAPAN	MIYAZAKI	ABURATSU	31.583000000000002	131.417	85.0	2834.0			0.16		2.0													(31.583000000000002, 131.417)
10458	14235	2055.0	1972.0	12.0	2.0		JAPAN	OITA	KAMAEGYOKO	32.8	131.933	85.0	2977.0			0.13		2.0													(32.799999999999997, 131.93299999999999)
10459	14239	2055.0	1972.0	12.0	2.0		JAPAN	SHIZUOKA	MINAMI-IZU	34.617	138.88299999999998	85.0	3372.0			0.13		2.0													(34.616999999999997, 138.88299999999998)
10460	14240	2055.0	1972.0	12.0	2.0		JAPAN	SHIZUOKA	OMAEZAKI	34.6083	138.2222	85.0	3346.0			0.16		2.0													(34.6083, 138.22219999999999)
10461	14241	2055.0	1972.0	12.0	2.0		JAPAN	BONIN IS, TOKYO	MIYAKE ISLAND	34.067	139.483	85.0	3340.0			0.09		2.0													(34.067, 139.483)
10462	14242	2055.0	1972.0	12.0	2.0		JAPAN	TOKYO	YAENE, HACHIJO ISLAND	33.1	139.767	85.0	3256.0			0.15		2.0													(33.100000000000001, 139.767)
10463	14243	2055.0	1972.0	12.0	2.0		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85.0	3145.0			0.24		2.0													(33.466999999999999, 135.78299999999999)
10464	14244	2055.0	1972.0	12.0	2.0		JAPAN	WAKAYAMA	SHIRAHAMA	33.683	135.38299999999998	85.0	3156.0			0.18		2.0													(33.683, 135.38299999999998)
10465	5338	2055.0	1972.0	12.0	2.0		JAPAN	NAGASAKI	URAKAMI	42.17	142.78	85.0	4276.0			0.17		2.0													(42.170000000000002, 142.78)
10466	14248	2056.0	1972.0	12.0	4.0		JAPAN	CHIBA	MERA	34.9189	139.825	85.0	197.0			0.21		2.0													(34.918900000000001, 139.82499999999999)
10467	14249	2056.0	1972.0	12.0	4.0		JAPAN	CHIBA	TATEYAMA	34.983000000000004	139.85	85.0	203.0			0.12		2.0													(34.983000000000004, 139.84999999999999)
10468	14250	2056.0	1972.0	12.0	4.0		JAPAN	FUKUSHIMA	ONAHAMA	36.933	140.9	85.0	404.0			0.15		2.0													(36.933, 140.90000000000001)
10469	14251	2056.0	1972.0	12.0	4.0		JAPAN	HOKKAIDO	HANASAKI	43.2781	145.5678	85.0	1188.0			0.05		2.0													(43.278100000000002, 145.56780000000001)
10470	14252	2056.0	1972.0	12.0	4.0		JAPAN	HOKKAIDO	KUSHIRO	42.9756	144.3714	85.0	1123.0			0.03		2.0													(42.9756, 144.37139999999999)
10471	14253	2056.0	1972.0	12.0	4.0		JAPAN	IBARAKI	HITACHIKO	36.5	140.63299999999998	85.0	356.0			0.23		2.0													(36.5, 140.63299999999998)
10472	14255	2056.0	1972.0	12.0	4.0		JAPAN	IBARAKI	OARAIKO	36.333	140.583	85.0	338.0			0.16		2.0													(36.332999999999998, 140.583)
10473	14273	2056.0	1972.0	12.0	4.0		JAPAN	WAKAYAMA	SHIMIZU	35.016999999999996	138.517	85.0	277.0			0.05		2.0													(35.016999999999996, 138.517)
